Timestamp (UTC),Wind_Offshore_MW,Wind_Onshore_MW
2024-12-31 23:00:00+00:00,3453.25,2336.5
2025-01-01 00:00:00+00:00,3110.75,2249.25
2025-01-01 01:00:00+00:00,3376.75,2298.5
2025-01-01 02:00:00+00:00,3414.75,2267.0
2025-01-01 03:00:00+00:00,3155.25,2284.75
2025-01-01 04:00:00+00:00,2714.5,2305.25
2025-01-01 05:00:00+00:00,2826.0,2309.75
2025-01-01 06:00:00+00:00,2691.5,2249.5
2025-01-01 07:00:00+00:00,2566.5,2219.0
2025-01-01 08:00:00+00:00,2249.75,2191.25
2025-01-01 09:00:00+00:00,2035.25,2117.5
2025-01-01 10:00:00+00:00,1573.5,1978.0
2025-01-01 11:00:00+00:00,1518.0,1977.0
2025-01-01 12:00:00+00:00,1817.25,2002.75
2025-01-01 13:00:00+00:00,1998.75,2014.75
2025-01-01 14:00:00+00:00,2567.25,2336.5
2025-01-01 15:00:00+00:00,3314.0,2346.25
2025-01-01 16:00:00+00:00,3651.25,1998.75
2025-01-01 17:00:00+00:00,3621.25,1794.0
2025-01-01 18:00:00+00:00,3423.0,1883.25
2025-01-01 19:00:00+00:00,3645.0,1985.0
2025-01-01 20:00:00+00:00,3433.0,2095.75
2025-01-01 21:00:00+00:00,3283.75,2186.25
2025-01-01 22:00:00+00:00,3208.0,2068.0
2025-01-01 23:00:00+00:00,2405.0,1828.75
2025-01-02 00:00:00+00:00,1860.75,1167.0
2025-01-02 01:00:00+00:00,1584.75,889.5
2025-01-02 02:00:00+00:00,1469.25,737.0
2025-01-02 03:00:00+00:00,1377.0,647.75
2025-01-02 04:00:00+00:00,1430.75,589.0
2025-01-02 05:00:00+00:00,1360.5,489.5
2025-01-02 06:00:00+00:00,1153.75,427.25
2025-01-02 07:00:00+00:00,1305.0,413.5
2025-01-02 08:00:00+00:00,1113.75,416.75
2025-01-02 09:00:00+00:00,925.0,421.5
2025-01-02 10:00:00+00:00,1451.5,508.25
2025-01-02 11:00:00+00:00,1697.5,576.0
2025-01-02 12:00:00+00:00,2378.0,694.0
2025-01-02 13:00:00+00:00,2788.5,723.75
2025-01-02 14:00:00+00:00,2867.0,832.25
2025-01-02 15:00:00+00:00,2964.75,939.0
2025-01-02 16:00:00+00:00,3126.5,854.25
2025-01-02 17:00:00+00:00,3434.5,1042.75
2025-01-02 18:00:00+00:00,3284.0,1105.0
2025-01-02 19:00:00+00:00,3289.0,859.5
2025-01-02 20:00:00+00:00,3244.75,1058.0
2025-01-02 21:00:00+00:00,3004.5,1105.5
2025-01-02 22:00:00+00:00,2411.75,855.0
2025-01-02 23:00:00+00:00,2539.5,898.25
2025-01-03 00:00:00+00:00,2805.5,1084.25
2025-01-03 01:00:00+00:00,2857.75,1110.0
2025-01-03 02:00:00+00:00,3126.25,1259.75
2025-01-03 03:00:00+00:00,3400.75,1476.75
2025-01-03 04:00:00+00:00,3597.25,1614.0
2025-01-03 05:00:00+00:00,3657.0,1804.25
2025-01-03 06:00:00+00:00,3608.25,1962.5
2025-01-03 07:00:00+00:00,3650.25,2065.75
2025-01-03 08:00:00+00:00,3537.0,2106.5
2025-01-03 09:00:00+00:00,3459.75,2005.25
2025-01-03 10:00:00+00:00,3474.25,2091.5
2025-01-03 11:00:00+00:00,3640.0,1979.0
2025-01-03 12:00:00+00:00,3508.5,1884.0
2025-01-03 13:00:00+00:00,3450.25,1565.75
2025-01-03 14:00:00+00:00,3198.75,1337.75
2025-01-03 15:00:00+00:00,3172.25,1189.25
2025-01-03 16:00:00+00:00,3081.25,1040.75
2025-01-03 17:00:00+00:00,2850.25,802.5
2025-01-03 18:00:00+00:00,2428.75,634.5
2025-01-03 19:00:00+00:00,2179.75,681.25
2025-01-03 20:00:00+00:00,1614.0,541.0
2025-01-03 21:00:00+00:00,1395.25,426.75
2025-01-03 22:00:00+00:00,1189.0,418.75
2025-01-03 23:00:00+00:00,887.75,452.75
2025-01-04 00:00:00+00:00,1015.0,442.75
2025-01-04 01:00:00+00:00,655.25,386.25
2025-01-04 02:00:00+00:00,371.5,348.75
2025-01-04 03:00:00+00:00,413.5,320.0
2025-01-04 04:00:00+00:00,491.25,295.0
2025-01-04 05:00:00+00:00,520.0,335.0
2025-01-04 06:00:00+00:00,733.75,465.75
2025-01-04 07:00:00+00:00,1103.5,491.5
2025-01-04 08:00:00+00:00,1285.25,604.25
2025-01-04 09:00:00+00:00,1586.25,650.25
2025-01-04 10:00:00+00:00,1517.0,761.0
2025-01-04 11:00:00+00:00,1645.5,918.0
2025-01-04 12:00:00+00:00,1550.75,626.5
2025-01-04 13:00:00+00:00,964.5,636.5
2025-01-04 14:00:00+00:00,815.0,551.0
2025-01-04 15:00:00+00:00,567.25,529.75
2025-01-04 16:00:00+00:00,567.75,541.5
2025-01-04 17:00:00+00:00,688.5,557.0
2025-01-04 18:00:00+00:00,778.75,551.5
2025-01-04 19:00:00+00:00,848.5,569.25
2025-01-04 20:00:00+00:00,954.25,517.5
2025-01-04 21:00:00+00:00,1429.25,469.75
2025-01-04 22:00:00+00:00,1811.0,455.25
2025-01-04 23:00:00+00:00,2143.0,471.5
2025-01-05 00:00:00+00:00,2131.25,557.5
2025-01-05 01:00:00+00:00,2075.0,593.5
2025-01-05 02:00:00+00:00,2511.5,681.25
2025-01-05 03:00:00+00:00,2775.0,762.75
2025-01-05 04:00:00+00:00,2967.25,732.5
2025-01-05 05:00:00+00:00,3522.75,861.5
2025-01-05 06:00:00+00:00,3618.75,1108.25
2025-01-05 07:00:00+00:00,3748.75,1323.0
2025-01-05 08:00:00+00:00,3460.25,1391.25
2025-01-05 09:00:00+00:00,3205.75,1409.5
2025-01-05 10:00:00+00:00,3778.5,1328.25
2025-01-05 11:00:00+00:00,3825.25,1273.75
2025-01-05 12:00:00+00:00,3822.25,1333.0
2025-01-05 13:00:00+00:00,3910.25,1511.25
2025-01-05 14:00:00+00:00,3925.25,1766.75
2025-01-05 15:00:00+00:00,3912.0,1999.5
2025-01-05 16:00:00+00:00,3905.0,2130.25
2025-01-05 17:00:00+00:00,3851.5,2165.25
2025-01-05 18:00:00+00:00,3700.0,2249.0
2025-01-05 19:00:00+00:00,3537.5,2317.0
2025-01-05 20:00:00+00:00,3584.5,2331.0
2025-01-05 21:00:00+00:00,3757.5,2337.25
2025-01-05 22:00:00+00:00,3785.5,2330.5
2025-01-05 23:00:00+00:00,3731.75,2262.75
2025-01-06 00:00:00+00:00,3760.0,2232.5
2025-01-06 01:00:00+00:00,3762.25,2226.0
2025-01-06 02:00:00+00:00,3738.5,2237.0
2025-01-06 03:00:00+00:00,3733.0,2264.5
2025-01-06 04:00:00+00:00,3741.75,2292.25
2025-01-06 05:00:00+00:00,3776.5,2300.0
2025-01-06 06:00:00+00:00,3833.5,2377.25
2025-01-06 07:00:00+00:00,3869.5,2408.0
2025-01-06 08:00:00+00:00,3854.5,2390.25
2025-01-06 09:00:00+00:00,3779.25,2400.25
2025-01-06 10:00:00+00:00,3844.75,2406.75
