"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","03.01.2018 12:00 - 03.01.2018 12:15 (CET/CEST)","0","541","349"
"BZN|NL","03.01.2018 12:15 - 03.01.2018 12:30 (CET/CEST)","0","542","313"
"BZN|NL","03.01.2018 12:30 - 03.01.2018 12:45 (CET/CEST)","0","541","279"
"BZN|NL","03.01.2018 12:45 - 03.01.2018 13:00 (CET/CEST)","0","541","371"
"BZN|NL","03.01.2018 13:00 - 03.01.2018 13:15 (CET/CEST)","0","542","387"
"BZN|NL","03.01.2018 13:15 - 03.01.2018 13:30 (CET/CEST)","0","540","394"
"BZN|NL","03.01.2018 13:30 - 03.01.2018 13:45 (CET/CEST)","0","526","393"
"BZN|NL","03.01.2018 13:45 - 03.01.2018 14:00 (CET/CEST)","0","476","377"
"BZN|NL","03.01.2018 14:00 - 03.01.2018 14:15 (CET/CEST)","0","481","414"
"BZN|NL","03.01.2018 14:15 - 03.01.2018 14:30 (CET/CEST)","0","500","457"
"BZN|NL","03.01.2018 14:30 - 03.01.2018 14:45 (CET/CEST)","0","527","478"
"BZN|NL","03.01.2018 14:45 - 03.01.2018 15:00 (CET/CEST)","0","530","512"
"BZN|NL","03.01.2018 15:00 - 03.01.2018 15:15 (CET/CEST)","0","548","516"
"BZN|NL","03.01.2018 15:15 - 03.01.2018 15:30 (CET/CEST)","0","467","514"
"BZN|NL","03.01.2018 15:30 - 03.01.2018 15:45 (CET/CEST)","0","486","479"
"BZN|NL","03.01.2018 15:45 - 03.01.2018 16:00 (CET/CEST)","0","523","501"
"BZN|NL","03.01.2018 16:00 - 03.01.2018 16:15 (CET/CEST)","0","526","537"
"BZN|NL","03.01.2018 16:15 - 03.01.2018 16:30 (CET/CEST)","0","564","498"
"BZN|NL","03.01.2018 16:30 - 03.01.2018 16:45 (CET/CEST)","0","604","514"
"BZN|NL","03.01.2018 16:45 - 03.01.2018 17:00 (CET/CEST)","0","626","518"
"BZN|NL","03.01.2018 17:00 - 03.01.2018 17:15 (CET/CEST)","0","636","533"
"BZN|NL","03.01.2018 17:15 - 03.01.2018 17:30 (CET/CEST)","0","634","540"
"BZN|NL","03.01.2018 17:30 - 03.01.2018 17:45 (CET/CEST)","0","623","551"
"BZN|NL","03.01.2018 17:45 - 03.01.2018 18:00 (CET/CEST)","0","650","575"
"BZN|NL","03.01.2018 18:00 - 03.01.2018 18:15 (CET/CEST)","0","689","632"
"BZN|NL","03.01.2018 18:15 - 03.01.2018 18:30 (CET/CEST)","0","708","654"
"BZN|NL","03.01.2018 18:30 - 03.01.2018 18:45 (CET/CEST)","0","717","654"
"BZN|NL","03.01.2018 18:45 - 03.01.2018 19:00 (CET/CEST)","0","730","674"
"BZN|NL","03.01.2018 19:00 - 03.01.2018 19:15 (CET/CEST)","0","730","671"
"BZN|NL","03.01.2018 19:15 - 03.01.2018 19:30 (CET/CEST)","0","729","669"
"BZN|NL","03.01.2018 19:30 - 03.01.2018 19:45 (CET/CEST)","0","730","671"
"BZN|NL","03.01.2018 19:45 - 03.01.2018 20:00 (CET/CEST)","0","730","668"
"BZN|NL","03.01.2018 20:00 - 03.01.2018 20:15 (CET/CEST)","0","730","668"
"BZN|NL","03.01.2018 20:15 - 03.01.2018 20:30 (CET/CEST)","0","730","669"
"BZN|NL","03.01.2018 20:30 - 03.01.2018 20:45 (CET/CEST)","0","730","666"
"BZN|NL","03.01.2018 20:45 - 03.01.2018 21:00 (CET/CEST)","0","730","668"
"BZN|NL","03.01.2018 21:00 - 03.01.2018 21:15 (CET/CEST)","0","730","674"
"BZN|NL","03.01.2018 21:15 - 03.01.2018 21:30 (CET/CEST)","0","729","674"
"BZN|NL","03.01.2018 21:30 - 03.01.2018 21:45 (CET/CEST)","0","729","674"
"BZN|NL","03.01.2018 21:45 - 03.01.2018 22:00 (CET/CEST)","0","730","676"
"BZN|NL","03.01.2018 22:00 - 03.01.2018 22:15 (CET/CEST)","0","728","674"
"BZN|NL","03.01.2018 22:15 - 03.01.2018 22:30 (CET/CEST)","0","727","677"
"BZN|NL","03.01.2018 22:30 - 03.01.2018 22:45 (CET/CEST)","0","727","675"
"BZN|NL","03.01.2018 22:45 - 03.01.2018 23:00 (CET/CEST)","0","727","674"
