"Area","MTU","Solar - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"BZN|NL","01.01.2020 13:30 - 01.01.2020 13:45 (CET/CEST)","10","251","81"
"BZN|NL","01.01.2020 13:45 - 01.01.2020 14:00 (CET/CEST)","10","261","77"
"BZN|NL","01.01.2020 14:00 - 01.01.2020 14:15 (CET/CEST)","10","262","75"
"BZN|NL","01.01.2020 14:15 - 01.01.2020 14:30 (CET/CEST)","11","242","82"
"BZN|NL","01.01.2020 14:30 - 01.01.2020 14:45 (CET/CEST)","8","226","90"
"BZN|NL","01.01.2020 14:45 - 01.01.2020 15:00 (CET/CEST)","7","204","97"
"BZN|NL","01.01.2020 15:00 - 01.01.2020 15:15 (CET/CEST)","5","190","99"
"BZN|NL","01.01.2020 15:15 - 01.01.2020 15:30 (CET/CEST)","4","186","98"
"BZN|NL","01.01.2020 15:30 - 01.01.2020 15:45 (CET/CEST)","2","201","99"
"BZN|NL","01.01.2020 15:45 - 01.01.2020 16:00 (CET/CEST)","1","213","100"
"BZN|NL","01.01.2020 16:00 - 01.01.2020 16:15 (CET/CEST)","1","213","93"
"BZN|NL","01.01.2020 16:15 - 01.01.2020 16:30 (CET/CEST)","0","228","85"
"BZN|NL","01.01.2020 16:30 - 01.01.2020 16:45 (CET/CEST)","0","221","96"
"BZN|NL","01.01.2020 16:45 - 01.01.2020 17:00 (CET/CEST)","0","223","105"
"BZN|NL","01.01.2020 17:00 - 01.01.2020 17:15 (CET/CEST)","0","238","109"
"BZN|NL","01.01.2020 17:15 - 01.01.2020 17:30 (CET/CEST)","0","258","110"
"BZN|NL","01.01.2020 17:30 - 01.01.2020 17:45 (CET/CEST)","0","319","108"
"BZN|NL","01.01.2020 17:45 - 01.01.2020 18:00 (CET/CEST)","0","330","112"
"BZN|NL","01.01.2020 18:00 - 01.01.2020 18:15 (CET/CEST)","0","384","108"
"BZN|NL","01.01.2020 18:15 - 01.01.2020 18:30 (CET/CEST)","0","430","115"
"BZN|NL","01.01.2020 18:30 - 01.01.2020 18:45 (CET/CEST)","0","435","114"
"BZN|NL","01.01.2020 18:45 - 01.01.2020 19:00 (CET/CEST)","0","422","115"
"BZN|NL","01.01.2020 19:00 - 01.01.2020 19:15 (CET/CEST)","0","400","119"
"BZN|NL","01.01.2020 19:15 - 01.01.2020 19:30 (CET/CEST)","0","404","116"
"BZN|NL","01.01.2020 19:30 - 01.01.2020 19:45 (CET/CEST)","0","430","123"
"BZN|NL","01.01.2020 19:45 - 01.01.2020 20:00 (CET/CEST)","0","447","131"
"BZN|NL","01.01.2020 20:00 - 01.01.2020 20:15 (CET/CEST)","0","450","148"
"BZN|NL","01.01.2020 20:15 - 01.01.2020 20:30 (CET/CEST)","0","409","155"
"BZN|NL","01.01.2020 20:30 - 01.01.2020 20:45 (CET/CEST)","0","418","148"
"BZN|NL","01.01.2020 20:45 - 01.01.2020 21:00 (CET/CEST)","0","429","133"
"BZN|NL","01.01.2020 21:00 - 01.01.2020 21:15 (CET/CEST)","0","425","141"
"BZN|NL","01.01.2020 21:15 - 01.01.2020 21:30 (CET/CEST)","0","444","148"
"BZN|NL","01.01.2020 21:30 - 01.01.2020 21:45 (CET/CEST)","0","476","140"
"BZN|NL","01.01.2020 21:45 - 01.01.2020 22:00 (CET/CEST)","0","483","140"
"BZN|NL","01.01.2020 22:00 - 01.01.2020 22:15 (CET/CEST)","0","503","146"
"BZN|NL","01.01.2020 22:15 - 01.01.2020 22:30 (CET/CEST)","0","537","149"
"BZN|NL","01.01.2020 22:30 - 01.01.2020 22:45 (CET/CEST)","0","548","143"
"BZN|NL","01.01.2020 22:45 - 01.01.2020 23:00 (CET/CEST)","0","538","140"
"BZN|NL","01.01.2020 23:00 - 01.01.2020 23:15 (CET/CEST)","0","490","143"
"BZN|NL","01.01.2020 23:15 - 01.01.2020 23:30 (CET/CEST)","0","460","137"
"BZN|NL","01.01.2020 23:30 - 01.01.2020 23:45 (CET/CEST)","0","448","141"
"BZN|NL","01.01.2020 23:45 - 02.01.2020 00:00 (CET/CEST)","0","472","146"
"BZN|NL","02.01.2020 00:00 - 02.01.2020 00:15 (CET/CEST)","0","500","149"
"BZN|NL","02.01.2020 00:15 - 02.01.2020 00:30 (CET/CEST)","0","508","144"
"BZN|NL","02.01.2020 00:30 - 02.01.2020 00:45 (CET/CEST)","0","509","144"
"BZN|NL","02.01.2020 00:45 - 02.01.2020 01:00 (CET/CEST)","0","516","137"
"BZN|NL","02.01.2020 01:00 - 02.01.2020 01:15 (CET/CEST)","0","524","135"
"BZN|NL","02.01.2020 01:15 - 02.01.2020 01:30 (CET/CEST)","0","507","123"
"BZN|NL","02.01.2020 01:30 - 02.01.2020 01:45 (CET/CEST)","0","494","123"
"BZN|NL","02.01.2020 01:45 - 02.01.2020 02:00 (CET/CEST)","0","495","130"
"BZN|NL","02.01.2020 02:00 - 02.01.2020 02:15 (CET/CEST)","0","525","131"
"BZN|NL","02.01.2020 02:15 - 02.01.2020 02:30 (CET/CEST)","0","547","136"
"BZN|NL","02.01.2020 02:30 - 02.01.2020 02:45 (CET/CEST)","0","562","138"
"BZN|NL","02.01.2020 02:45 - 02.01.2020 03:00 (CET/CEST)","0","583","152"
"BZN|NL","02.01.2020 03:00 - 02.01.2020 03:15 (CET/CEST)","0","591","164"
"BZN|NL","02.01.2020 03:15 - 02.01.2020 03:30 (CET/CEST)","0","594","168"
"BZN|NL","02.01.2020 03:30 - 02.01.2020 03:45 (CET/CEST)","0","587","170"
"BZN|NL","02.01.2020 03:45 - 02.01.2020 04:00 (CET/CEST)","0","583","183"
"BZN|NL","02.01.2020 04:00 - 02.01.2020 04:15 (CET/CEST)","0","580","197"
"BZN|NL","02.01.2020 04:15 - 02.01.2020 04:30 (CET/CEST)","0","583","191"
"BZN|NL","02.01.2020 04:30 - 02.01.2020 04:45 (CET/CEST)","0","598","184"
"BZN|NL","02.01.2020 04:45 - 02.01.2020 05:00 (CET/CEST)","0","601","180"
"BZN|NL","02.01.2020 05:00 - 02.01.2020 05:15 (CET/CEST)","0","602","177"
"BZN|NL","02.01.2020 05:15 - 02.01.2020 05:30 (CET/CEST)","0","607","182"
"BZN|NL","02.01.2020 05:30 - 02.01.2020 05:45 (CET/CEST)","0","591","188"
"BZN|NL","02.01.2020 05:45 - 02.01.2020 06:00 (CET/CEST)","0","588","198"
"BZN|NL","02.01.2020 06:00 - 02.01.2020 06:15 (CET/CEST)","0","606","209"
"BZN|NL","02.01.2020 06:15 - 02.01.2020 06:30 (CET/CEST)","0","621","207"
"BZN|NL","02.01.2020 06:30 - 02.01.2020 06:45 (CET/CEST)","0","613","225"
"BZN|NL","02.01.2020 06:45 - 02.01.2020 07:00 (CET/CEST)","0","603","227"
"BZN|NL","02.01.2020 07:00 - 02.01.2020 07:15 (CET/CEST)","0","605","242"
"BZN|NL","02.01.2020 07:15 - 02.01.2020 07:30 (CET/CEST)","0","612","270"
"BZN|NL","02.01.2020 07:30 - 02.01.2020 07:45 (CET/CEST)","0","612","281"
"BZN|NL","02.01.2020 07:45 - 02.01.2020 08:00 (CET/CEST)","0","622","292"
"BZN|NL","02.01.2020 08:00 - 02.01.2020 08:15 (CET/CEST)","0","622","271"
"BZN|NL","02.01.2020 08:15 - 02.01.2020 08:30 (CET/CEST)","0","620","276"
"BZN|NL","02.01.2020 08:30 - 02.01.2020 08:45 (CET/CEST)","0","642","251"
"BZN|NL","02.01.2020 08:45 - 02.01.2020 09:00 (CET/CEST)","0","673","230"
"BZN|NL","02.01.2020 09:00 - 02.01.2020 09:15 (CET/CEST)","0","672","214"
"BZN|NL","02.01.2020 09:15 - 02.01.2020 09:30 (CET/CEST)","0","697","211"
"BZN|NL","02.01.2020 09:30 - 02.01.2020 09:45 (CET/CEST)","1","715","217"
"BZN|NL","02.01.2020 09:45 - 02.01.2020 10:00 (CET/CEST)","1","714","215"
"BZN|NL","02.01.2020 10:00 - 02.01.2020 10:15 (CET/CEST)","2","720","228"
"BZN|NL","02.01.2020 10:15 - 02.01.2020 10:30 (CET/CEST)","2","713","236"
"BZN|NL","02.01.2020 10:30 - 02.01.2020 10:45 (CET/CEST)","2","710","251"
"BZN|NL","02.01.2020 10:45 - 02.01.2020 11:00 (CET/CEST)","4","702","273"
"BZN|NL","02.01.2020 11:00 - 02.01.2020 11:15 (CET/CEST)","4","722","290"
"BZN|NL","02.01.2020 11:15 - 02.01.2020 11:30 (CET/CEST)","5","725","309"
"BZN|NL","02.01.2020 11:30 - 02.01.2020 11:45 (CET/CEST)","5","733","326"
"BZN|NL","02.01.2020 11:45 - 02.01.2020 12:00 (CET/CEST)","6","731","344"
"BZN|NL","02.01.2020 12:00 - 02.01.2020 12:15 (CET/CEST)","7","715","356"
"BZN|NL","02.01.2020 12:15 - 02.01.2020 12:30 (CET/CEST)","7","708","357"
"BZN|NL","02.01.2020 12:30 - 02.01.2020 12:45 (CET/CEST)","8","726","355"
"BZN|NL","02.01.2020 12:45 - 02.01.2020 13:00 (CET/CEST)","6","731","375"
"BZN|NL","02.01.2020 13:00 - 02.01.2020 13:15 (CET/CEST)","7","741","402"
"BZN|NL","02.01.2020 13:15 - 02.01.2020 13:30 (CET/CEST)","6","739","413"
"BZN|NL","02.01.2020 13:30 - 02.01.2020 13:45 (CET/CEST)","6","745","422"
"BZN|NL","02.01.2020 13:45 - 02.01.2020 14:00 (CET/CEST)","5","752","434"
"BZN|NL","02.01.2020 14:00 - 02.01.2020 14:15 (CET/CEST)","5","750","473"
"BZN|NL","02.01.2020 14:15 - 02.01.2020 14:30 (CET/CEST)","4","750","474"
"BZN|NL","02.01.2020 14:30 - 02.01.2020 14:45 (CET/CEST)","4","744","482"
"BZN|NL","02.01.2020 14:45 - 02.01.2020 15:00 (CET/CEST)","3","753","485"
"BZN|NL","02.01.2020 15:00 - 02.01.2020 15:15 (CET/CEST)","2","755","518"
"BZN|NL","02.01.2020 15:15 - 02.01.2020 15:30 (CET/CEST)","2","757","555"
"BZN|NL","02.01.2020 15:30 - 02.01.2020 15:45 (CET/CEST)","2","755","554"
"BZN|NL","02.01.2020 15:45 - 02.01.2020 16:00 (CET/CEST)","1","756","555"
"BZN|NL","02.01.2020 16:00 - 02.01.2020 16:15 (CET/CEST)","0","763","566"
"BZN|NL","02.01.2020 16:15 - 02.01.2020 16:30 (CET/CEST)","0","769","611"
"BZN|NL","02.01.2020 16:30 - 02.01.2020 16:45 (CET/CEST)","0","768","638"
"BZN|NL","02.01.2020 16:45 - 02.01.2020 17:00 (CET/CEST)","0","768","667"
"BZN|NL","02.01.2020 17:00 - 02.01.2020 17:15 (CET/CEST)","0","770","704"
"BZN|NL","02.01.2020 17:15 - 02.01.2020 17:30 (CET/CEST)","0","771","744"
"BZN|NL","02.01.2020 17:30 - 02.01.2020 17:45 (CET/CEST)","0","771","753"
"BZN|NL","02.01.2020 17:45 - 02.01.2020 18:00 (CET/CEST)","0","770","764"
"BZN|NL","02.01.2020 18:00 - 02.01.2020 18:15 (CET/CEST)","0","771","822"
"BZN|NL","02.01.2020 18:15 - 02.01.2020 18:30 (CET/CEST)","0","773","888"
"BZN|NL","02.01.2020 18:30 - 02.01.2020 18:45 (CET/CEST)","0","774","939"
"BZN|NL","02.01.2020 18:45 - 02.01.2020 19:00 (CET/CEST)","0","774","944"
"BZN|NL","02.01.2020 19:00 - 02.01.2020 19:15 (CET/CEST)","0","775","939"
"BZN|NL","02.01.2020 19:15 - 02.01.2020 19:30 (CET/CEST)","0","776","970"
"BZN|NL","02.01.2020 19:30 - 02.01.2020 19:45 (CET/CEST)","0","774","966"
"BZN|NL","02.01.2020 19:45 - 02.01.2020 20:00 (CET/CEST)","0","772","954"
"BZN|NL","02.01.2020 20:00 - 02.01.2020 20:15 (CET/CEST)","0","771","990"
"BZN|NL","02.01.2020 20:15 - 02.01.2020 20:30 (CET/CEST)","0","771","1043"
"BZN|NL","02.01.2020 20:30 - 02.01.2020 20:45 (CET/CEST)","0","771","1091"
"BZN|NL","02.01.2020 20:45 - 02.01.2020 21:00 (CET/CEST)","0","770","1123"
"BZN|NL","02.01.2020 21:00 - 02.01.2020 21:15 (CET/CEST)","0","770","1147"
"BZN|NL","02.01.2020 21:15 - 02.01.2020 21:30 (CET/CEST)","0","770","1159"
"BZN|NL","02.01.2020 21:30 - 02.01.2020 21:45 (CET/CEST)","0","771","1087"
"BZN|NL","02.01.2020 21:45 - 02.01.2020 22:00 (CET/CEST)","0","769","1127"
"BZN|NL","02.01.2020 22:00 - 02.01.2020 22:15 (CET/CEST)","0","774","1142"
"BZN|NL","02.01.2020 22:15 - 02.01.2020 22:30 (CET/CEST)","0","774","1177"
"BZN|NL","02.01.2020 22:30 - 02.01.2020 22:45 (CET/CEST)","0","774","1203"
"BZN|NL","02.01.2020 22:45 - 02.01.2020 23:00 (CET/CEST)","0","770","1200"
"BZN|NL","02.01.2020 23:00 - 02.01.2020 23:15 (CET/CEST)","0","774","1189"
"BZN|NL","02.01.2020 23:15 - 02.01.2020 23:30 (CET/CEST)","0","775","1199"
"BZN|NL","02.01.2020 23:30 - 02.01.2020 23:45 (CET/CEST)","0","776","1213"
"BZN|NL","02.01.2020 23:45 - 03.01.2020 00:00 (CET/CEST)","0","775","1213"
"BZN|NL","03.01.2020 00:00 - 03.01.2020 00:15 (CET/CEST)","0","740","1148"
"BZN|NL","03.01.2020 00:15 - 03.01.2020 00:30 (CET/CEST)","0","772","1238"
"BZN|NL","03.01.2020 00:30 - 03.01.2020 00:45 (CET/CEST)","0","770","1237"
"BZN|NL","03.01.2020 00:45 - 03.01.2020 01:00 (CET/CEST)","0","770","1242"
"BZN|NL","03.01.2020 01:00 - 03.01.2020 01:15 (CET/CEST)","0","771","1245"
"BZN|NL","03.01.2020 01:15 - 03.01.2020 01:30 (CET/CEST)","0","774","1250"
"BZN|NL","03.01.2020 01:30 - 03.01.2020 01:45 (CET/CEST)","0","773","1249"
"BZN|NL","03.01.2020 01:45 - 03.01.2020 02:00 (CET/CEST)","0","774","1250"
"BZN|NL","03.01.2020 02:00 - 03.01.2020 02:15 (CET/CEST)","0","774","1253"
"BZN|NL","03.01.2020 02:15 - 03.01.2020 02:30 (CET/CEST)","0","773","1258"
"BZN|NL","03.01.2020 02:30 - 03.01.2020 02:45 (CET/CEST)","0","772","1278"
"BZN|NL","03.01.2020 02:45 - 03.01.2020 03:00 (CET/CEST)","0","772","1268"
"BZN|NL","03.01.2020 03:00 - 03.01.2020 03:15 (CET/CEST)","0","754","1198"
"BZN|NL","03.01.2020 03:15 - 03.01.2020 03:30 (CET/CEST)","0","774","1249"
"BZN|NL","03.01.2020 03:30 - 03.01.2020 03:45 (CET/CEST)","0","769","1241"
"BZN|NL","03.01.2020 03:45 - 03.01.2020 04:00 (CET/CEST)","0","770","1213"
"BZN|NL","03.01.2020 04:00 - 03.01.2020 04:15 (CET/CEST)","0","771","1180"
"BZN|NL","03.01.2020 04:15 - 03.01.2020 04:30 (CET/CEST)","0","770","1171"
"BZN|NL","03.01.2020 04:30 - 03.01.2020 04:45 (CET/CEST)","0","772","1184"
"BZN|NL","03.01.2020 04:45 - 03.01.2020 05:00 (CET/CEST)","0","773","1192"
"BZN|NL","03.01.2020 05:00 - 03.01.2020 05:15 (CET/CEST)","0","761","1164"
"BZN|NL","03.01.2020 05:15 - 03.01.2020 05:30 (CET/CEST)","0","773","1179"
"BZN|NL","03.01.2020 05:30 - 03.01.2020 05:45 (CET/CEST)","0","776","1158"
"BZN|NL","03.01.2020 05:45 - 03.01.2020 06:00 (CET/CEST)","0","768","1178"
"BZN|NL","03.01.2020 06:00 - 03.01.2020 06:15 (CET/CEST)","0","763","1180"
"BZN|NL","03.01.2020 06:15 - 03.01.2020 06:30 (CET/CEST)","0","745","1134"
"BZN|NL","03.01.2020 06:30 - 03.01.2020 06:45 (CET/CEST)","0","766","1186"
"BZN|NL","03.01.2020 06:45 - 03.01.2020 07:00 (CET/CEST)","0","762","1224"
"BZN|NL","03.01.2020 07:00 - 03.01.2020 07:15 (CET/CEST)","0","754","1237"
"BZN|NL","03.01.2020 07:15 - 03.01.2020 07:30 (CET/CEST)","0","761","1247"
"BZN|NL","03.01.2020 07:30 - 03.01.2020 07:45 (CET/CEST)","0","729","1185"
"BZN|NL","03.01.2020 07:45 - 03.01.2020 08:00 (CET/CEST)","0","755","1257"
"BZN|NL","03.01.2020 08:00 - 03.01.2020 08:15 (CET/CEST)","0","748","1177"
"BZN|NL","03.01.2020 08:15 - 03.01.2020 08:30 (CET/CEST)","0","753","1239"
"BZN|NL","03.01.2020 08:30 - 03.01.2020 08:45 (CET/CEST)","0","754","1244"
"BZN|NL","03.01.2020 08:45 - 03.01.2020 09:00 (CET/CEST)","0","754","1226"
"BZN|NL","03.01.2020 09:00 - 03.01.2020 09:15 (CET/CEST)","0","750","1232"
"BZN|NL","03.01.2020 09:15 - 03.01.2020 09:30 (CET/CEST)","1","744","1248"
"BZN|NL","03.01.2020 09:30 - 03.01.2020 09:45 (CET/CEST)","1","718","1220"
"BZN|NL","03.01.2020 09:45 - 03.01.2020 10:00 (CET/CEST)","3","672","1201"
"BZN|NL","03.01.2020 10:00 - 03.01.2020 10:15 (CET/CEST)","3","635","1195"
"BZN|NL","03.01.2020 10:15 - 03.01.2020 10:30 (CET/CEST)","2","608","1213"
"BZN|NL","03.01.2020 10:30 - 03.01.2020 10:45 (CET/CEST)","2","562","1143"
"BZN|NL","03.01.2020 10:45 - 03.01.2020 11:00 (CET/CEST)","4","497","1229"
"BZN|NL","03.01.2020 11:00 - 03.01.2020 11:15 (CET/CEST)","4","465","1223"
"BZN|NL","03.01.2020 11:15 - 03.01.2020 11:30 (CET/CEST)","3","437","1253"
"BZN|NL","03.01.2020 11:30 - 03.01.2020 11:45 (CET/CEST)","6","390","1263"
"BZN|NL","03.01.2020 11:45 - 03.01.2020 12:00 (CET/CEST)","9","352","1242"
"BZN|NL","03.01.2020 12:00 - 03.01.2020 12:15 (CET/CEST)","14","453","1234"
"BZN|NL","03.01.2020 12:15 - 03.01.2020 12:30 (CET/CEST)","9","611","1236"
"BZN|NL","03.01.2020 12:30 - 03.01.2020 12:45 (CET/CEST)","8","681","1226"
"BZN|NL","03.01.2020 12:45 - 03.01.2020 13:00 (CET/CEST)","7","708","1138"
"BZN|NL","03.01.2020 13:00 - 03.01.2020 13:15 (CET/CEST)","7","690","1114"
"BZN|NL","03.01.2020 13:15 - 03.01.2020 13:30 (CET/CEST)","6","677","1102"
"BZN|NL","03.01.2020 13:30 - 03.01.2020 13:45 (CET/CEST)","5","725","1106"
"BZN|NL","03.01.2020 13:45 - 03.01.2020 14:00 (CET/CEST)","6","707","1126"
"BZN|NL","03.01.2020 14:00 - 03.01.2020 14:15 (CET/CEST)","5","674","1130"
"BZN|NL","03.01.2020 14:15 - 03.01.2020 14:30 (CET/CEST)","3","575","1116"
"BZN|NL","03.01.2020 14:30 - 03.01.2020 14:45 (CET/CEST)","3","636","1098"
"BZN|NL","03.01.2020 14:45 - 03.01.2020 15:00 (CET/CEST)","2","633","1218"
"BZN|NL","03.01.2020 15:00 - 03.01.2020 15:15 (CET/CEST)","1","602","1305"
"BZN|NL","03.01.2020 15:15 - 03.01.2020 15:30 (CET/CEST)","3","668","1187"
"BZN|NL","03.01.2020 15:30 - 03.01.2020 15:45 (CET/CEST)","2","674","1207"
"BZN|NL","03.01.2020 15:45 - 03.01.2020 16:00 (CET/CEST)","2","685","1163"
"BZN|NL","03.01.2020 16:00 - 03.01.2020 16:15 (CET/CEST)","0","719","1050"
"BZN|NL","03.01.2020 16:15 - 03.01.2020 16:30 (CET/CEST)","0","727","936"
"BZN|NL","03.01.2020 16:30 - 03.01.2020 16:45 (CET/CEST)","0","742","823"
"BZN|NL","03.01.2020 16:45 - 03.01.2020 17:00 (CET/CEST)","0","749","829"
"BZN|NL","03.01.2020 17:00 - 03.01.2020 17:15 (CET/CEST)","0","757","872"
"BZN|NL","03.01.2020 17:15 - 03.01.2020 17:30 (CET/CEST)","0","756","944"
"BZN|NL","03.01.2020 17:30 - 03.01.2020 17:45 (CET/CEST)","0","753","1028"
"BZN|NL","03.01.2020 17:45 - 03.01.2020 18:00 (CET/CEST)","0","750","944"
"BZN|NL","03.01.2020 18:00 - 03.01.2020 18:15 (CET/CEST)","0","745","841"
"BZN|NL","03.01.2020 18:15 - 03.01.2020 18:30 (CET/CEST)","0","731","783"
"BZN|NL","03.01.2020 18:30 - 03.01.2020 18:45 (CET/CEST)","0","726","763"
"BZN|NL","03.01.2020 18:45 - 03.01.2020 19:00 (CET/CEST)","0","713","758"
"BZN|NL","03.01.2020 19:00 - 03.01.2020 19:15 (CET/CEST)","0","742","783"
"BZN|NL","03.01.2020 19:15 - 03.01.2020 19:30 (CET/CEST)","0","747","751"
"BZN|NL","03.01.2020 19:30 - 03.01.2020 19:45 (CET/CEST)","0","756","752"
"BZN|NL","03.01.2020 19:45 - 03.01.2020 20:00 (CET/CEST)","0","745","706"
"BZN|NL","03.01.2020 20:00 - 03.01.2020 20:15 (CET/CEST)","0","737","743"
"BZN|NL","03.01.2020 20:15 - 03.01.2020 20:30 (CET/CEST)","0","718","758"
"BZN|NL","03.01.2020 20:30 - 03.01.2020 20:45 (CET/CEST)","0","715","778"
"BZN|NL","03.01.2020 20:45 - 03.01.2020 21:00 (CET/CEST)","0","706","728"
"BZN|NL","03.01.2020 21:00 - 03.01.2020 21:15 (CET/CEST)","0","694","761"
"BZN|NL","03.01.2020 21:15 - 03.01.2020 21:30 (CET/CEST)","0","708","756"
"BZN|NL","03.01.2020 21:30 - 03.01.2020 21:45 (CET/CEST)","0","727","729"
"BZN|NL","03.01.2020 21:45 - 03.01.2020 22:00 (CET/CEST)","0","742","692"
"BZN|NL","03.01.2020 22:00 - 03.01.2020 22:15 (CET/CEST)","0","753","704"
"BZN|NL","03.01.2020 22:15 - 03.01.2020 22:30 (CET/CEST)","0","750","748"
"BZN|NL","03.01.2020 22:30 - 03.01.2020 22:45 (CET/CEST)","0","741","728"
"BZN|NL","03.01.2020 22:45 - 03.01.2020 23:00 (CET/CEST)","0","754","751"
"BZN|NL","03.01.2020 23:00 - 03.01.2020 23:15 (CET/CEST)","0","760","755"
"BZN|NL","03.01.2020 23:15 - 03.01.2020 23:30 (CET/CEST)","0","758","757"
"BZN|NL","03.01.2020 23:30 - 03.01.2020 23:45 (CET/CEST)","0","753","742"
